City Id,State,State Abbreviation,Municipality,Link
365,Mississippi,MS,Gulfport,https://www.hrc.org/resources/municipalities/gulfport-ms-3
366,Mississippi,MS,Hattiesburg,https://www.hrc.org/resources/municipalities/hattiesburg-ms-3
367,Mississippi,MS,Jackson,https://www.hrc.org/resources/municipalities/jackson-ms-3
368,Mississippi,MS,Ocean Springs,https://www.hrc.org/resources/municipalities/ocean-springs-ms-3
369,Mississippi,MS,Oxford,https://www.hrc.org/resources/municipalities/oxford-ms-3
370,Mississippi,MS,Southaven,https://www.hrc.org/resources/municipalities/southaven-ms-3
371,Mississippi,MS,Starkville,https://www.hrc.org/resources/municipalities/starkville-ms-3
372,Missouri,MO,Cape Girardeau,https://www.hrc.org/resources/municipalities/cape-girardeau-mo-3
373,Missouri,MO,Columbia,https://www.hrc.org/resources/municipalities/columbia-mo-3
374,Missouri,MO,Independence,https://www.hrc.org/resources/municipalities/independence-mo-3
375,Missouri,MO,Jefferson City,https://www.hrc.org/resources/municipalities/jefferson-city-mo-3
376,Missouri,MO,Kansas City,https://www.hrc.org/resources/municipalities/kansas-city-mo-3
377,Missouri,MO,Springfield,https://www.hrc.org/resources/municipalities/springfield-mo-3
378,Missouri,MO,St. Charles,https://www.hrc.org/resources/municipalities/st.-charles-mo-3
379,Missouri,MO,St. Louis,https://www.hrc.org/resources/municipalities/st.-louis-mo-3
380,Pennsylvania,PA,Allentown,https://www.hrc.org/resources/municipalities/allentown-pa-3
381,Pennsylvania,PA,Carlisle,https://www.hrc.org/resources/municipalities/carlisle-pa-3
382,Pennsylvania,PA,Erie,https://www.hrc.org/resources/municipalities/erie-pa-3
383,Pennsylvania,PA,Harrisburg,https://www.hrc.org/resources/municipalities/harrisburg-pa-3
384,Pennsylvania,PA,New Hope,https://www.hrc.org/resources/municipalities/new-hope-pa-3
385,Pennsylvania,PA,Philadelphia,https://www.hrc.org/resources/municipalities/philadelphia-pa-3
386,Pennsylvania,PA,Pittsburgh,https://www.hrc.org/resources/municipalities/pittsburgh-pa-3
387,Pennsylvania,PA,Reading,https://www.hrc.org/resources/municipalities/reading-pa-3
388,Pennsylvania,PA,State College,https://www.hrc.org/resources/municipalities/state-college-pa-3
389,Pennsylvania,PA,Wilkes Barre,https://www.hrc.org/resources/municipalities/wilkes-barre-pa-3
390,Rhode Island,RI,Cranston,https://www.hrc.org/resources/municipalities/cranston-ri-3
391,Rhode Island,RI,East Providence,https://www.hrc.org/resources/municipalities/east-providence-ri-3
392,Rhode Island,RI,Kingston South Kingstown,https://www.hrc.org/resources/municipalities/kingston-south-kingstown-ri-3
393,Rhode Island,RI,Narragansett,https://www.hrc.org/resources/municipalities/narragansett-ri-3
394,Rhode Island,RI,Newport,https://www.hrc.org/resources/municipalities/newport-ri-3
395,Rhode Island,RI,Pawtucket,https://www.hrc.org/resources/municipalities/pawtucket-ri-3
396,Rhode Island,RI,Providence,https://www.hrc.org/resources/municipalities/providence-ri-3
397,Rhode Island,RI,Warwick,https://www.hrc.org/resources/municipalities/warwick-ri-3
398,South Carolina,SC,Charleston,https://www.hrc.org/resources/municipalities/charleston-sc-3
399,South Carolina,SC,Clemson,https://www.hrc.org/resources/municipalities/clemson-sc-3
400,South Carolina,SC,Columbia,https://www.hrc.org/resources/municipalities/columbia-sc-3
401,South Carolina,SC,Greenville,https://www.hrc.org/resources/municipalities/greenville-sc-3
402,South Carolina,SC,Mount Pleasant,https://www.hrc.org/resources/municipalities/mount-pleasant-sc-3
403,South Carolina,SC,Myrtle Beach,https://www.hrc.org/resources/municipalities/myrtle-beach-sc-3
404,South Carolina,SC,North Charleston,https://www.hrc.org/resources/municipalities/north-charleston-sc-3
405,South Carolina,SC,Rock Hill,https://www.hrc.org/resources/municipalities/rock-hill-sc-3
406,South Dakota,SD,Aberdeen,https://www.hrc.org/resources/municipalities/aberdeen-sd-3
407,South Dakota,SD,Brookings,https://www.hrc.org/resources/municipalities/brookings-sd-3
408,South Dakota,SD,Mitchell,https://www.hrc.org/resources/municipalities/mitchell-sd-3
409,South Dakota,SD,Pierre,https://www.hrc.org/resources/municipalities/pierre-sd-3
410,South Dakota,SD,Rapid City,https://www.hrc.org/resources/municipalities/rapid-city-sd-3
411,South Dakota,SD,Sioux Falls,https://www.hrc.org/resources/municipalities/sioux-falls-sd-3
412,South Dakota,SD,Spearfish,https://www.hrc.org/resources/municipalities/spearfish-sd-3
413,South Dakota,SD,Vermillion,https://www.hrc.org/resources/municipalities/vermillion-sd-3
414,South Dakota,SD,Watertown,https://www.hrc.org/resources/municipalities/watertown-sd-3
415,Tennessee,TN,Chattanooga,https://www.hrc.org/resources/municipalities/chattanooga-tn-3
416,Tennessee,TN,Clarksville,https://www.hrc.org/resources/municipalities/clarksville-tn-3
417,Tennessee,TN,Franklin,https://www.hrc.org/resources/municipalities/franklin-tn-3
418,Tennessee,TN,Johnson City,https://www.hrc.org/resources/municipalities/johnson-city-tn-3
419,Tennessee,TN,Knoxville,https://www.hrc.org/resources/municipalities/knoxville-tn-3
420,Tennessee,TN,Memphis,https://www.hrc.org/resources/municipalities/memphis-tn-3
421,Tennessee,TN,Murfreesboro,https://www.hrc.org/resources/municipalities/murfreesboro-tn-3
422,Tennessee,TN,Nashville,https://www.hrc.org/resources/municipalities/nashville-tn-3
423,Texas,TX,Amarillo,https://www.hrc.org/resources/municipalities/amarillo-tx-3
424,Texas,TX,Arlington,https://www.hrc.org/resources/municipalities/arlington-tx-3
425,Texas,TX,Austin,https://www.hrc.org/resources/municipalities/austin-tx-3
426,Texas,TX,Brownsville,https://www.hrc.org/resources/municipalities/brownsville-tx-3
427,Texas,TX,College Station,https://www.hrc.org/resources/municipalities/college-station-tx-3
428,Texas,TX,Corpus Christi,https://www.hrc.org/resources/municipalities/corpus-christi-tx-3
429,Texas,TX,Dallas,https://www.hrc.org/resources/municipalities/dallas-tx-3
430,Texas,TX,Denton,https://www.hrc.org/resources/municipalities/denton-tx-3
431,Texas,TX,El Paso,https://www.hrc.org/resources/municipalities/el-paso-tx-3
432,Texas,TX,Fort Worth,https://www.hrc.org/resources/municipalities/fort-worth-tx-3
433,Texas,TX,Garland,https://www.hrc.org/resources/municipalities/garland-tx-3
434,Texas,TX,Grand Prairie,https://www.hrc.org/resources/municipalities/grand-prairie-tx-3
435,Texas,TX,Houston,https://www.hrc.org/resources/municipalities/houston-tx-3
436,Texas,TX,Irving,https://www.hrc.org/resources/municipalities/irving-tx-3
437,Texas,TX,Killeen,https://www.hrc.org/resources/municipalities/killeen-tx-3
438,Texas,TX,Laredo,https://www.hrc.org/resources/municipalities/laredo-tx-3
439,Texas,TX,Lubbock,https://www.hrc.org/resources/municipalities/lubbock-tx-3
440,Texas,TX,Mcallen,https://www.hrc.org/resources/municipalities/mcallen-tx-3
441,Texas,TX,Mckinney,https://www.hrc.org/resources/municipalities/mckinney-tx-3
442,Texas,TX,Mesquite,https://www.hrc.org/resources/municipalities/mesquite-tx-3
443,Texas,TX,Pasadena,https://www.hrc.org/resources/municipalities/pasadena-tx-3
444,Texas,TX,Plano,https://www.hrc.org/resources/municipalities/plano-tx-3
445,Texas,TX,Round Rock,https://www.hrc.org/resources/municipalities/round-rock-tx-3
446,Texas,TX,San Antonio,https://www.hrc.org/resources/municipalities/san-antonio-tx-3
447,Texas,TX,Waco,https://www.hrc.org/resources/municipalities/waco-tx-3
448,Utah,UT,Logan,https://www.hrc.org/resources/municipalities/logan-ut-3
449,Utah,UT,Ogden City,https://www.hrc.org/resources/municipalities/ogden-city-ut-3
450,Utah,UT,Orem,https://www.hrc.org/resources/municipalities/orem-ut-3
451,Utah,UT,Park City,https://www.hrc.org/resources/municipalities/park-city-ut-3
452,Utah,UT,Provo,https://www.hrc.org/resources/municipalities/provo-ut-3
453,Utah,UT,Salt Lake City,https://www.hrc.org/resources/municipalities/salt-lake-city-ut-3
454,Utah,UT,West Jordan,https://www.hrc.org/resources/municipalities/west-jordan-ut-3
455,Utah,UT,West Valley City,https://www.hrc.org/resources/municipalities/west-valley-city-ut-3
456,Vermont,VT,Barre,https://www.hrc.org/resources/municipalities/barre-vt-3
457,Vermont,VT,Brattleboro,https://www.hrc.org/resources/municipalities/brattleboro-vt-3
458,Vermont,VT,Burlington,https://www.hrc.org/resources/municipalities/burlington-vt-3
459,Vermont,VT,Castleton,https://www.hrc.org/resources/municipalities/castleton-vt-3
460,Vermont,VT,Essex,https://www.hrc.org/resources/municipalities/essex-vt-3
461,Vermont,VT,Montpelier,https://www.hrc.org/resources/municipalities/montpelier-vt-3
462,Vermont,VT,Rutland,https://www.hrc.org/resources/municipalities/rutland-vt-3
463,Vermont,VT,South Burlington,https://www.hrc.org/resources/municipalities/south-burlington-vt-3
464,Vermont,VT,Winooski,https://www.hrc.org/resources/municipalities/winooski-vt-3
465,Virginia,VA,Alexandria,https://www.hrc.org/resources/municipalities/alexandria-va-3
466,Virginia,VA,Arlington County,https://www.hrc.org/resources/municipalities/arlington-county-va-3
467,Virginia,VA,Charlottesville,https://www.hrc.org/resources/municipalities/charlottesville-va-3
468,Virginia,VA,Chesapeake,https://www.hrc.org/resources/municipalities/chesapeake-va-3
469,Virginia,VA,Fairfax County,https://www.hrc.org/resources/municipalities/fairfax-county-va-3
470,Virginia,VA,Hampton,https://www.hrc.org/resources/municipalities/hampton-va-3
471,Virginia,VA,Newport News,https://www.hrc.org/resources/municipalities/newport-news-va-3
472,Virginia,VA,Norfolk,https://www.hrc.org/resources/municipalities/norfolk-va-3
473,Virginia,VA,Richmond,https://www.hrc.org/resources/municipalities/richmond-va-3
474,Virginia,VA,Roanoke,https://www.hrc.org/resources/municipalities/roanoke-va-3
475,Virginia,VA,Virginia Beach,https://www.hrc.org/resources/municipalities/virginia-beach-va-3
476,Washington,WA,Bellevue,https://www.hrc.org/resources/municipalities/bellevue-wa-3
477,Washington,WA,Bellingham,https://www.hrc.org/resources/municipalities/bellingham-wa-3
478,Washington,WA,Kent,https://www.hrc.org/resources/municipalities/kent-wa-3
479,Washington,WA,Olympia,https://www.hrc.org/resources/municipalities/olympia-wa-3
480,Washington,WA,Pullman,https://www.hrc.org/resources/municipalities/pullman-wa-3
481,Washington,WA,Seattle,https://www.hrc.org/resources/municipalities/seattle-wa-3
482,Washington,WA,Spokane,https://www.hrc.org/resources/municipalities/spokane-wa-3
483,Washington,WA,Tacoma,https://www.hrc.org/resources/municipalities/tacoma-wa-3
484,Washington,WA,Vancouver,https://www.hrc.org/resources/municipalities/vancouver-wa-3
485,Washington,WA,Vashon King County,https://www.hrc.org/resources/municipalities/vashon-king-county-wa-3
486,West Virginia,WV,Charles Town,https://www.hrc.org/resources/municipalities/charles-town-wv-3
487,West Virginia,WV,Charleston,https://www.hrc.org/resources/municipalities/charleston-wv-3
488,West Virginia,WV,Huntington,https://www.hrc.org/resources/municipalities/huntington-wv-3
489,West Virginia,WV,Lewisburg,https://www.hrc.org/resources/municipalities/lewisburg-wv-3
490,West Virginia,WV,Morgantown,https://www.hrc.org/resources/municipalities/morgantown-wv-3
491,West Virginia,WV,Parkersburg,https://www.hrc.org/resources/municipalities/parkersburg-wv-3
492,West Virginia,WV,Wheeling,https://www.hrc.org/resources/municipalities/wheeling-wv-3
493,Wisconsin,WI,Appleton,https://www.hrc.org/resources/municipalities/appleton-wi-3
494,Wisconsin,WI,Green Bay,https://www.hrc.org/resources/municipalities/green-bay-wi-3
495,Wisconsin,WI,Kenosha,https://www.hrc.org/resources/municipalities/kenosha-wi-3
496,Wisconsin,WI,Madison,https://www.hrc.org/resources/municipalities/madison-wi-3
497,Wisconsin,WI,Milwaukee,https://www.hrc.org/resources/municipalities/milwaukee-wi-3
498,Wisconsin,WI,Oshkosh,https://www.hrc.org/resources/municipalities/oshkosh-wi-3
499,Wisconsin,WI,Racine,https://www.hrc.org/resources/municipalities/racine-wi-3
500,Wyoming,WY,Casper,https://www.hrc.org/resources/municipalities/casper-wy-3
501,Wyoming,WY,Cheyenne,https://www.hrc.org/resources/municipalities/cheyenne-wy-3
502,Wyoming,WY,Gillette,https://www.hrc.org/resources/municipalities/gillette-wy-3
503,Wyoming,WY,Jackson,https://www.hrc.org/resources/municipalities/jackson-wy-3
504,Wyoming,WY,Laramie,https://www.hrc.org/resources/municipalities/laramie-wy-3
505,Wyoming,WY,Rock Springs,https://www.hrc.org/resources/municipalities/rock-springs-wy-3
506,Wyoming,WY,Sheridan,https://www.hrc.org/resources/municipalities/sheridan-wy-3
