Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
558,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
559,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
560,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
561,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
562,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
563,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
564,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
565,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
566,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,6
567,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,1
568,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,1
569,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
570,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,1
571,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,32,Municipal Services,Human Rights Commission,County,NA,0
572,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,33,Municipal Services,Human Rights Commission,City,NA,5
573,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
574,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
575,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
576,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
577,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
578,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,2
579,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,2
580,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
581,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
582,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,2
583,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
584,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
585,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,5
586,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,3
587,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
588,12,Juneau,AK,https://www.hrc.org/resources/municipalities/juneau-ak-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
589,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
590,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
591,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
592,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
593,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,5
594,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,5
595,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
596,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
597,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
598,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
599,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,5
600,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,5
601,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,5
602,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,5
603,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
604,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
605,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,5
606,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,5
607,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
608,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
609,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
610,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
611,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
612,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
613,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
614,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
615,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,6
616,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
617,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
618,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,30,Municipality as Employer,Inclusive Workplace,City,NA,2
619,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
620,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,32,Municipal Services,Human Rights Commission,County,NA,0
621,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,33,Municipal Services,Human Rights Commission,City,NA,0
622,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
623,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
624,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
625,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
626,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
627,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
628,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
629,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
630,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
631,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
632,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
633,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
634,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,3
635,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,1
636,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
637,13,Ketchikan,AK,https://www.hrc.org/resources/municipalities/ketchikan-ak-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
638,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
639,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
640,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
641,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
642,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,5
643,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,5
644,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
645,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
646,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
647,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
648,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,5
649,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,5
650,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,5
651,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,5
652,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
653,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
654,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,5
655,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,5
656,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
657,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
658,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
659,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
660,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
661,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
662,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,0
663,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,0
664,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
665,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
666,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
667,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
668,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
669,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,32,Municipal Services,Human Rights Commission,County,NA,0
670,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,33,Municipal Services,Human Rights Commission,City,NA,0
671,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
672,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
673,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
674,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
675,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
676,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
677,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
678,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
679,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
680,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
681,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
682,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,0
683,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,3
684,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,2
685,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
686,14,Sitka,AK,https://www.hrc.org/resources/municipalities/sitka-ak-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
687,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
688,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
689,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
690,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
691,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
692,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
693,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,5
694,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,5
695,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
696,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
697,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
698,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
699,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,5
700,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,5
701,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
702,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
703,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
704,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
705,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
706,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
707,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
708,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
709,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
710,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
711,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,0
712,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,0
713,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
714,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
715,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
716,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
717,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
718,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,32,Municipal Services,Human Rights Commission,County,NA,0
719,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,33,Municipal Services,Human Rights Commission,City,NA,0
720,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
721,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
722,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
723,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
724,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
725,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
726,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
727,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
728,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
729,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
730,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
731,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
732,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
733,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
734,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
735,15,Wasilla,AK,https://www.hrc.org/resources/municipalities/wasilla-ak-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
736,16,Avondale,AZ,https://www.hrc.org/resources/municipalities/avondale-az-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,5
737,16,Avondale,AZ,https://www.hrc.org/resources/municipalities/avondale-az-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,5
738,16,Avondale,AZ,https://www.hrc.org/resources/municipalities/avondale-az-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
739,16,Avondale,AZ,https://www.hrc.org/resources/municipalities/avondale-az-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
740,16,Avondale,AZ,https://www.hrc.org/resources/municipalities/avondale-az-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
