Row Id,City Id,City,State,URL,Score Id,Category,Criterion,Level of government,Orientation/Identity,Score
9786,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
9787,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
9788,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
9789,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
9790,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
9791,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
9792,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
9793,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
9794,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
9795,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
9796,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
9797,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,1
9798,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
9799,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
9800,200,Owensboro,KY,https://www.hrc.org/resources/municipalities/owensboro-ky-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
9801,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
9802,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
9803,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
9804,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
9805,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
9806,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
9807,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
9808,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
9809,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
9810,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
9811,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
9812,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
9813,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
9814,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
9815,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
9816,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
9817,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
9818,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
9819,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
9820,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
9821,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
9822,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
9823,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
9824,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
9825,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,0
9826,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,0
9827,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
9828,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
9829,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
9830,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
9831,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
9832,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,32,Municipal Services,Human Rights Commission,County,NA,0
9833,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,33,Municipal Services,Human Rights Commission,City,NA,5
9834,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
9835,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,2
9836,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,5
9837,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
9838,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
9839,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
9840,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
9841,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
9842,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
9843,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
9844,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
9845,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
9846,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,2
9847,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
9848,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
9849,201,Alexandria,LA,https://www.hrc.org/resources/municipalities/alexandria-la-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
9850,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
9851,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
9852,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
9853,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
9854,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
9855,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
9856,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
9857,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
9858,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
9859,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
9860,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
9861,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
9862,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
9863,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
9864,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
9865,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
9866,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
9867,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
9868,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
9869,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
9870,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
9871,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
9872,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
9873,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
9874,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
9875,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
9876,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
9877,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
9878,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
9879,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
9880,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
9881,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,32,Municipal Services,Human Rights Commission,County,NA,0
9882,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,33,Municipal Services,Human Rights Commission,City,NA,0
9883,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
9884,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
9885,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
9886,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
9887,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
9888,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
9889,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
9890,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
9891,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,2
9892,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
9893,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,10
9894,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,12
9895,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,2
9896,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
9897,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,2
9898,202,Baton Rouge,LA,https://www.hrc.org/resources/municipalities/baton-rouge-la-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
9899,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
9900,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
9901,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
9902,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
9903,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
9904,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
9905,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
9906,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
9907,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
9908,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
9909,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
9910,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
9911,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
9912,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
9913,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
9914,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
9915,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
9916,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,18,Non-Discrimination Laws,Public Accommodations,City,Gender Identity,0
9917,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,19,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,State,NA,0
9918,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,20,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,County,NA,0
9919,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,21,Non-Discrimination Laws,All-Gender Single Occupancy Facilities,City,NA,0
9920,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,22,Non-Discrimination Laws,Protects Youth From Conversion Therapy,State,NA,0
9921,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,23,Non-Discrimination Laws,Protects Youth From Conversion Therapy,County,NA,0
9922,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,24,Non-Discrimination Laws,Protects Youth From Conversion Therapy,City,NA,0
9923,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,25,Municipality as Employer,Non-Discrimination in City Employment,City,Sexual Orientation,7
9924,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,26,Municipality as Employer,Non-Discrimination in City Employment,City,Gender Identity,7
9925,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,27,Municipality as Employer,Transgender-Inclusive Healthcare Benefits,City,NA,0
9926,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,28,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Sexual Orientation,0
9927,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,29,Municipality as Employer,City Contractor Non-Discrimination Ordinance,City,Gender Identity,0
9928,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,30,Municipality as Employer,Inclusive Workplace,City,NA,0
9929,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,31,Municipality as Employer,City Employee Domestic Partner Benefits,City,NA,0
9930,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,32,Municipal Services,Human Rights Commission,County,NA,0
9931,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,33,Municipal Services,Human Rights Commission,City,NA,0
9932,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,34,Municipal Services,Enforcement Mechanism in Human Rights Commission,County,NA,0
9933,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,35,Municipal Services,Enforcement Mechanism in Human Rights Commission,City,NA,0
9934,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,36,Municipal Services,LGBTQ+ Liaison in City Executive's Office,City,NA,0
9935,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,37,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Sexual Orientation,0
9936,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,38,Municipal Services,Youth Bullying Prevention Policy for City Services,City,Gender Identity,0
9937,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,39,Municipal Services,City provides services to/supports LGBTQ+ youth,City,NA,0
9938,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,40,Municipal Services,City provides services to/supports LGBTQ+ people experiencing homelessness,City,NA,0
9939,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,41,Municipal Services,City provides services to/supports LGBTQ+ older adults,City,NA,0
9940,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,42,Municipal Services,City provides services to/supports people living with HIV or AIDS,City,NA,0
9941,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,43,Municipal Services,City provides services to/supports the transgender community,City,NA,0
9942,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,44,Law Enforcement,LGBTQ+ Police Liaison or Task Force,City,NA,0
9943,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,45,Law Enforcement,Reported 2019 Hate Crimes Statistics to the FBI,City,NA,0
9944,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,46,Leadership on LGBTQ+ Equality,Leadership's Public Position on LGBTQ+ Equality,City,NA,0
9945,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,47,Leadership on LGBTQ+ Equality,Leadership's Pro-Equality Legislative or Policy Efforts,City,NA,0
9946,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,48,Leadership on LGBTQ+ Equality,Openly LGBTQ+ elected or appointed municipal leaders,City,NA,0
9947,203,Lafayette,LA,https://www.hrc.org/resources/municipalities/lafayette-la-3,49,Leadership on LGBTQ+ Equality,City test limits of restrictive state law,City,NA,0
9948,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,1,Non-Discrimination Laws,Employment,State,Sexual Orientation,0
9949,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,2,Non-Discrimination Laws,Employment,State,Gender Identity,0
9950,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,3,Non-Discrimination Laws,Employment,County,Sexual Orientation,0
9951,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,4,Non-Discrimination Laws,Employment,County,Gender Identity,0
9952,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,5,Non-Discrimination Laws,Employment,City,Sexual Orientation,0
9953,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,6,Non-Discrimination Laws,Employment,City,Gender Identity,0
9954,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,7,Non-Discrimination Laws,Housing,State,Sexual Orientation,0
9955,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,8,Non-Discrimination Laws,Housing,State,Gender Identity,0
9956,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,9,Non-Discrimination Laws,Housing,County,Sexual Orientation,0
9957,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,10,Non-Discrimination Laws,Housing,County,Gender Identity,0
9958,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,11,Non-Discrimination Laws,Housing,City,Sexual Orientation,0
9959,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,12,Non-Discrimination Laws,Housing,City,Gender Identity,0
9960,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,13,Non-Discrimination Laws,Public Accommodations,State,Sexual Orientation,0
9961,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,14,Non-Discrimination Laws,Public Accommodations,State,Gender Identity,0
9962,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,15,Non-Discrimination Laws,Public Accommodations,County,Sexual Orientation,0
9963,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,16,Non-Discrimination Laws,Public Accommodations,County,Gender Identity,0
9964,204,Lake Charles,LA,https://www.hrc.org/resources/municipalities/lake-charles-la-3,17,Non-Discrimination Laws,Public Accommodations,City,Sexual Orientation,0
